_id,username,year,month,income.Salary,income.Part-time,income.Allowance,income.Petty cash,income.Other,income.Rental Income,expenses.Utilities,expenses.Groceries,expenses.Gift,expenses.Beauty,expenses.Education,expenses.Social Life,comments[0],comments[1],comments[2],comments[3],comments[4],comments[5],comments[6],comments[7],comments[8],comments[9],comments[10],comments[11],comments[12],comments[13],comments[14],comments[15],comments[16],comments[17],comments[18],comments[19],comments[20],comments[21],comments[22],comments[23],comments[24],comments[25],comments[26],comments[27],comments[28],comments[29],comments[30],comments[31],comments[32],comments[33],comments[34],comments[35],comments[36],comments[37],comments[38],comments[39],comments[40],comments[41],comments[42],comments[43],comments[44],comments[45],comments[46],comments[47],comments[48],comments[49],comments[50],comments[51],comments[52],comments[53],comments[54],comments[55],comments[56],comments[57],comments[58],comments[59],comments[60],comments[61],comments[62],comments[63],comments[64],comments[65],comments[66],comments[67],comments[68],comments[69],comments[70],comments[71],comments[72],comments[73],comments[74],comments[75],comments[76],comments[77],comments[78],comments[79],comments[80],comments[81],comments[82],comments[83],comments[84],comments[85],comments[86],comments[87],comments[88],comments[89],comments[90],comments[91],expenses.Transportation,expenses.Apparel,expenses.Rent,expenses.Household,expenses.Food,expenses.Car,expenses.Self-development,expenses.Other,expenses.Movie,key,income.Object,income[0],income[1],income[2],income[3],income[4],income[5],comment,income.Part-Time,comments,income.Pocket Money,income.Other Income,expenses.Trip,expenses.Transport,expenses.Other Expenses,income.Trading,expenses.Parties,income.,expenses.,expenses.Gifts,expenses.Grocery,expenses.Credit-card,expenses.Travel,expenses.Shopping
655154a8bd35660230582993,mirandathomas,2019,September,294.33,1033.75,2814.27,,3993.52,1614.44,,,,,,2148.15,Media foot doctor me.,Minute music indeed blue teach decade and.,Down clearly improve local.,Study boy stage road remain pull leg.,Interesting improve week third none five dog.,Blood plant husband hope majority purpose.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.18,,,4460.11,486.13,3008.02,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd3566023058299b,mirandathomas,2020,March,4393.28,,,3104.5,1536.45,,,,,2891.93,,4727.11,According choose low feeling conference actually recognize.,Manager hot single public image.,Item man this lose but loss.,Line whatever value coach lawyer recent.,Part be peace send poor cell sit fight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4639.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd3566023058299f,mirandathomas,2020,September,4648.06,2266.51,,2411.82,,4185.38,91.85,,1581.12,,,4677.95,People main from civil.,Type item medical model spring certainly cover represent.,Past reason growth look travel guess not raise.,Real one set.,Thank cost quite finish front natural situation.,Where chair whom and good sometimes dream suggest.,Part contain allow perhaps west kind.,This eat conference environmental staff identify somebody serious.,Be moment writer offer.,Morning recognize consumer.,Company writer prove happy across without.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.97,3256.61,,,,,3637.38,2624.58,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305829b1,mirandathomas,2022,July,2538.97,,,3436.87,2440.85,794.44,,,,4214.49,2335.43,,Other audience your.,Exactly he check scientist plant.,Perhaps much share community.,Tree series Mrs trouble.,Movement project feeling four him page machine.,Continue range or manage.,Type finally watch husband fill same dream.,Raise mouth spring body serve reduce hit.,Sport song modern international.,Pretty tax pretty beautiful security with should strategy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2782.58,3176.07,,4604.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305829c2,mirandathomas,2023,October,4587.46,3220.8,,2429.46,171.2,3057.14,,,2920,,4191.12,,Yes hair computer guy foreign red before southern.,Tonight dark sign throw mean such half.,Them only describe into shake without live compare.,Size effect there unit point and bit board.,Increase above agree will senior sell hold result.,Red individual indicate include staff maybe.,Yet happen audience phone still wonder successful.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322.82,,,1565.39,723.11,876.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305829c7,moseschristopher,2015,February,3345.87,,3109.59,1244.61,3377.97,3362.19,,,,1735.64,1667.82,,Do create carry politics ask.,Generation brother behavior debate deep entire fire.,Color because structure.,Rule outside something sort plant old floor.,Blue care without money finish prove tend.,Need drive ready doctor tell city another.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4072.38,,4314.74,,,4587.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305829cd,moseschristopher,2015,November,3378.77,,,4899.63,4823.43,3280.68,2431.03,,2517.9,2804.09,1453.63,1715.84,Which put action let sit.,Usually service also step example.,Bit figure girl ask large too foot.,Chair option speech happy through last.,Treat memory value wait two.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1469.93,,,,,,,3473.21,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305829da,moseschristopher,2016,October,2523.21,4441.79,,1015.16,127.89,,4255.7,,2818.86,2734.69,,,Decade office instead age.,Represent pressure be hour management five.,Test mouth majority down four off find.,Apply move star worry low chance admit war.,Free through remember style campaign thousand.,Operation pattern make only recognize myself as.,Stand figure nation chance book method fish Mr.,Music simply Mrs Republican trip.,Send imagine class audience produce.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4153.32,4724.95,4590.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305829db,moseschristopher,2016,September,1289.56,3108.91,4901.47,,931.15,,,,,,1225.64,203.9,Study issue successful per TV game old.,Answer military five them current environmental.,Machine design bed image learn.,Imagine free control health evening concern special.,Large support about one support represent conference.,Consumer yeah same foot join.,Speak beautiful current box too what.,Inside actually medical.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.68,,,,,543.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305829de,moseschristopher,2017,December,3689.5,,1683.41,4275.44,,,2652.98,326.63,,3657.32,,822.16,Buy with smile hour skin quite party.,Hospital within stand arrive describe maintain.,Type between authority later financial newspaper.,Value kind show scientist what defense.,Administration kid just particular.,Couple open over again other around.,War fire well opportunity once.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd356602305829e3,moseschristopher,2017,March,3208.12,767.88,2808.6,2104.04,2631.02,,,,694.18,,1233.07,,Try majority media discuss.,Even let town budget say happen look.,Fight long group article without hot today.,Save purpose her their this reflect fight itself.,Good gun man tax board great.,Spend no statement author fear statement I.,Station lot movie plant southern.,These at yeah specific TV strong.,Tend summer treat.,Record collection result they important brother.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.54,324.16,,604.39,1823.14,4208.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd356602305829f3,moseschristopher,2018,September,,4244.53,779.1,4414.41,,4529.6,,,4437.69,,,4282.22,Rule it get soldier rise.,Simple allow company fill across.,Behavior step finally artist dog world room.,Require charge face just explain attorney.,Somebody ability threat sound.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3727.18,,,,,,2144.95,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd356602305829f4,moseschristopher,2019,April,3499.67,977.83,,,,4981.61,,,1738.64,,23.56,,Market drug across top benefit.,Way open rise democratic.,Leader treat indicate material occur.,Organization author prevent book citizen already find.,Build line finish generation pressure evidence.,Else system use air probably.,Question war nothing process hold.,Player wish ever sell require college great.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2823.17,,3791.75,1963.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd356602305829fd,moseschristopher,2019,November,,3295.52,2802.26,3693.84,,,634.86,,,4154.58,,,Political there big good.,Fish sell you participant whose table important.,Thus your town commercial contain if movement leg.,Religious else hear add.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4799.86,,1544.78,,,,4666.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd356602305829fe,moseschristopher,2019,October,,1499.65,2129.94,3313.08,,850.97,1275.08,2354.19,,1611.58,,1360.23,Mean second discuss to strategy join.,Court resource store interview ability read level.,Their you something whatever measure can clear.,News identify page.,Measure should myself kid light natural tend build.,Develop girl style among case.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.86,,3600.42,62.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a10,moseschristopher,2021,January,,,2788.05,2353.37,1506.34,,,,4451.29,,2610.56,,Mother fear PM film.,Help against number artist operation early allow.,Left meet impact arrive.,Yourself another color including treat loss speech begin.,Court miss she late home.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.62,,4386.54,,2802.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a1b,moseschristopher,2022,February,,4911.37,,3422.16,,,,1447.62,4238.54,4396.5,,,Television expert myself partner.,Stand skin doctor recognize explain full play media.,Join local me nearly.,Fill suffer guess benefit pretty discuss.,Middle note live above late.,Nearly heavy maintain structure above enough party.,Million exist cut unit.,Nothing better author population chair.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3047.71,377.23,3322.95,1608.3,4630.9,,,1273.33,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a1c,moseschristopher,2022,January,1585.34,4882.11,4855.11,3170.71,3115.11,,,,3215.78,3949.66,,,Partner appear key national smile.,Hold easy contain letter analysis billion.,Another admit baby on good avoid.,Wait lead sign ask loss.,Everything job similar use war seek.,Foreign trouble party give final professor discussion write.,Major wait seek prove.,Son camera office activity campaign.,Agreement family huge pay improve land sign.,Front order red market.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501.06,2577.9,,4266.93,,177.78,,3950.37,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a20,moseschristopher,2022,May,215.72,1855.29,4347.03,2056.28,135.51,4552.34,,,,,,,Direction best cover receive or mouth idea.,Agent budget nearly physical treat central mean.,War despite claim something.,Drop meeting drop then moment question.,Player eye win recognize.,Movie owner car fight reach.,Some upon option hot ever.,Close expect understand development they young be.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3371.5,,3260.97,,,1408.51,,3561.52,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a22,moseschristopher,2022,October,3728.89,4245.84,2284.34,2589.36,2968.96,846.21,,,4981.9,,,,Leave thank professional spend large.,Keep sort week step.,Pm ability dream beautiful one.,Type every only.,Nor parent marriage trouble daughter current.,Forget space someone risk continue.,Argue month yet run.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.16,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a26,moseschristopher,2023,December,,2060.66,,,2100.28,1623.29,,898.59,,,,4351.23,Know design drug.,Scene two culture serve.,Make chance high turn rich sound.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487.37,,3629.03,,,4523.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a34,speters,2015,January,,,2039.7,1054.47,,680.09,368.9,,2470.57,3334.79,4329.17,,According guess make certain full two.,Again side anything bed direction trouble teacher.,Voice process see through particular recognize.,Language record boy find many set.,Already would film.,Increase popular hospital.,Black shake ability everything fire list star.,Make ten window.,Task student pick catch put manager gun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4811.14,4624.57,1303.75,4018.6,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a41,speters,2016,July,,21.67,2089.79,,139.23,2738.34,,,,,,,Significant bad customer forget none situation theory.,Sure husband drug born movie away.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4022.06,,1916.62,,,4291.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a45,speters,2016,November,3354.02,,,,2025.41,2057.93,,,,1598.98,4185.54,4799.38,Conference agent whatever their.,Mission bed daughter fill wonder industry hope.,Four hear three appear pretty within fire.,Thank red me me one manager might.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a47,speters,2016,September,,2795.84,1385.37,,,3668.58,,,3258.69,,,3024.9,Water shake place crime scene trial improve.,Sound entire brother.,Determine or religious significant culture arm.,Only use meeting center single.,Summer much to.,Station television possible ability performance market size.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600.4,,4602.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a48,speters,2017,April,,2475.16,2162.36,1980.54,,3543.69,,2827.05,,,,,Crime again like include.,Throw foot return part difference.,Wear worry science fine yourself bed.,Consider such support down half often tree.,Drug your explain win focus maintain.,Market him whole part.,North perhaps carry check until talk.,Ok report similar social who son they.,Shoulder democratic ability fly.,Place southern court evidence type camera study.,Again feel who set fall computer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4038.09,2563.61,1618.19,1440.9,,3181.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a49,speters,2017,August,,4167.66,1945.63,,,483.9,,,3992.69,3197.42,,,Our bill agree use building.,Charge floor century state carry.,Play nature military itself.,Later these cover it increase hotel.,She ago lawyer something even certainly.,Admit modern far some music.,Less brother art hospital tend happy city.,Concern six bed sort provide add.,Lay particular speak agree senior.,Drive that difference step fine hour.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.71,4446.09,959.66,1091.23,,731.65,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a4b,speters,2017,February,4414.71,2624.11,1602.36,2555.61,,,,,,,1149.5,,According perhaps let within born.,Our product green party industry.,City site occur.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2937.15,2849.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a5b,speters,2018,March,723.34,3444.94,2962.28,4140.02,,,,,,,324.82,,Stage ever right manager work yeah.,Say over cup affect change collection.,Plant walk official response reflect together feeling.,Above safe sea wide talk conference.,Four southern radio interview tax common middle.,Environmental use sister physical drop happy.,Among true argue interview painting leg body.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.84,3233.14,985.35,,4091.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a69,speters,2019,November,4309,,4870.11,2968.61,1658.42,3178.7,,1481.53,,4778.28,,,Mind pay boy.,Home market draw here.,Behavior involve also on experience out number technology.,Imagine care report money moment turn item upon.,Force prevent hot allow forget note.,Today nation far million himself audience friend several.,Baby open generation break skill push out.,Language buy tell page alone.,Peace citizen activity rise.,Hair society eight interest very face degree.,Me poor require.,Term too wife us surface administration top nothing.,Bit heart language factor sometimes order who.,Yard short teacher strategy class letter follow scientist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4970.85,,21.8,,,4293.04,3826.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a6c,speters,2020,April,1703.49,,4120.66,,,2050.36,,,,2821,,526.53,Low bag effect pretty.,Explain word scene risk computer phone up.,Close free his white.,Service reflect offer federal.,Call pick entire current grow.,Consider industry newspaper next.,True data worker head debate none good.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3623.69,315.37,529.7,,,1164.35,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a75,speters,2020,November,4246.54,2947.39,,,2539.61,,4181.27,4549.74,,1145.03,,3317.4,Popular no anything movie age society increase see.,Spring strong serve least.,Month beautiful scene.,Agency sort race which.,Public sing central similar.,Little heart tend leave set.,Term week term few board something can.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3572.99,903.76,2801.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a7a,speters,2021,December,1259.79,,,384.12,942.98,447.83,,,4166.98,4781.32,246.33,1612.69,Enough which son tough know time when.,Yes age however ten.,Daughter family anything director few former.,During system painting democratic dream strong.,Building allow management suddenly bill matter word total.,Baby mention American sing tough base.,Show science capital sort push seat others.,Cultural go memory prevent system option baby.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.82,4791.56,,,,2739.51,3251.94,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a7e,speters,2021,June,871.89,,,4535.83,4544.59,170.09,2313.63,,4596.72,,683.96,,Deep politics produce.,Near economic foot green try customer.,Strategy commercial purpose close yet.,Contain also important beyond cultural.,Good billion exist discover.,Somebody in line idea analysis interview hair.,Address next ago star.,Service possible piece sit near.,Our big admit.,Task when example rock across foreign.,Mission than career nature around fact type.,Star tend truth cut.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.81,,2582.63,3054.84,278.92,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a82,speters,2021,October,,,,,,,,,4728.57,110.13,,,First various difficult discover or relationship.,Wonder avoid foreign many discussion already rise.,Thank likely response continue instead however.,Authority good already training.,Baby realize friend involve yourself.,Tonight sense size blood walk let.,Side environment nation ok.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.47,246.57,,,4360.84,4277.57,2346.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a88,speters,2022,January,3639.08,1720.04,,,1711.68,3257.41,,,,4040.19,,,Join debate catch.,Their movie help perhaps century TV foot.,Team food citizen Congress what federal this power.,Thing rate likely woman exist question more.,Professor suggest identify they adult.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911.45,,,,4399.97,1467.05,2330.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a8c,speters,2022,May,,1244.42,4273.04,4956.35,3614.01,2693.72,,2427.2,,4667.75,1731.52,,Our system miss young term child they.,Community tough sister.,Speak effect deal however.,Poor radio maintain accept attack serve western.,Left pick board cost doctor behavior.,Management serious set simply sure similar parent.,Accept various media cultural mouth area.,Wish moment reach different want.,Current official power player.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4480.28,1866.39,866.36,4787.32,2283.61,409.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a9bd35660230582a90,speters,2023,April,4786.63,4088.83,3850.58,2489,4050.4,3576.28,,,3995.42,,1247.46,1471.48,Region pay anyone.,City structure try miss raise staff.,Music administration matter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.9,,1037.99,,,,3376.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582954,lsalazar,2022,September,,927.52,,3643.79,,,,4573.01,2806.56,,,3549.52,Want person realize listen test.,Dinner wrong base stop along feeling board.,Might everything down couple.,Ball five whether.,Education thought produce often meeting suffer.,With tonight media court.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4105.28,,,,4797.44,,3864.71,4681.93,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582974,mirandathomas,2017,January,1174.51,,245.27,,2823.92,,616.88,,,4071.75,,,Chance administration garden reduce.,Buy car where far.,Form we seem treat power fire.,Film high owner last cost free.,Everyone big civil step bill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4139.97,,2091.99,623.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582975,mirandathomas,2017,July,,,4685.71,1702.57,4452.89,2880.7,3664.68,4628.58,,,,1532.49,Nearly part debate best image.,They find final change four notice soon.,Similar less keep.,All remain red particularly.,Pay new cause business.,Audience image state.,Director radio cold send relationship address.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2487.41,,,4650.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582979,mirandathomas,2017,November,,,,1911.24,2870.06,2257.32,,,3434.81,,,4660.86,Become former one experience everything.,Star with rule create growth seat.,Bill size true spring area your.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.7,,,,4232.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd3566023058297b,mirandathomas,2017,September,,4704.76,4330.28,,2022.11,506.99,,1713.57,,448.81,1437.69,,Chance guess win top later keep practice use.,Family speak area foreign involve involve hair scene.,Still specific third middle cover up.,Agreement at task with reason various history.,Agency not old natural fight argue.,Simple indicate anything coach opportunity loss stage.,Growth within may.,Nearly space unit war recognize.,Data ground contain meet behind live although.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.29,2763.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582986,mirandathomas,2018,October,,3705.15,1950.01,,4280.3,384.23,2868.58,,3752.55,,4230.33,,Affect design management strategy music magazine act.,Go technology his particularly deep offer produce special.,Every choice heart clear.,Brother second plant firm.,In technology sure never smile her bar.,Thing unit Mrs significant take fine lawyer.,Anyone side mind cut become.,Fund fish what paper natural.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4285.14,,,4790.57,1440.85,,4964.88,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582987,mirandathomas,2018,September,3679.32,,,,254.29,3600.86,3519.41,,,,,828.18,Movement former scientist kid store relate commercial.,Recent only help.,Senior someone garden song respond individual boy on.,Purpose rather tax whose specific.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1793.14,1258.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd3566023058298c,mirandathomas,2019,January,,2497.38,849.62,,,1243.55,,3974.13,,818.38,,,Part raise artist development.,Major hear lead page list.,Tell way receive author ball very mother dinner.,Hit race shake look entire.,Miss us song current.,Suggest federal in.,Affect improve player result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4354.77,,,4957.69,,,4131.76,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd35660230582995,mirandathomas,2020,August,3083.75,2998.38,209.13,,,4794.99,3594.29,,,,,,Case world apply guess great seven.,Cause natural determine stop.,Read step value participant laugh music somebody.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3496.58,,1842.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
